variable,source,itemid,label,value_source,train_measurement_count,train_sample_count,train_sample_coverage
labevents::51626::Free Kappa/Free Lambda Ratio::valuenum,labevents,51626,Free Kappa/Free Lambda Ratio,valuenum,10,10,0.0012468827930174563
labevents::51627::Free Lambda::valuenum,labevents,51627,Free Lambda,valuenum,10,10,0.0012468827930174563
chartevents::228097::14 Gauge placed in the field::valuenum,chartevents,228097,14 Gauge placed in the field,valuenum,32,9,0.0011221945137157108
chartevents::224662::Current Used/mA::valuenum,chartevents,224662,Current Used/mA,valuenum,32,9,0.0011221945137157108
chartevents::227362::Pheresis Catheter Dressing Occlusive::valuenum,chartevents,227362,Pheresis Catheter Dressing Occlusive,valuenum,29,9,0.0011221945137157108
chartevents::228163::Impella Catheter Repositioned::valuenum,chartevents,228163,Impella Catheter Repositioned,valuenum,21,9,0.0011221945137157108
chartevents::228380::Thoracic Fluid Content (TFC) (NICOM)::valuenum,chartevents,228380,Thoracic Fluid Content (TFC) (NICOM),valuenum,12,9,0.0011221945137157108
chartevents::223766::Orthostatic BPs standing::valuenum,chartevents,223766,Orthostatic BPs standing,valuenum,12,9,0.0011221945137157108
chartevents::224647::Orthostatic HR standing::valuenum,chartevents,224647,Orthostatic HR standing,valuenum,12,9,0.0011221945137157108
chartevents::226096::Orthostatic BPd standing::valuenum,chartevents,226096,Orthostatic BPd standing,valuenum,12,9,0.0011221945137157108
chartevents::227449::Gentamicin (Trough)::valuenum,chartevents,227449,Gentamicin (Trough),valuenum,9,9,0.0011221945137157108
labevents::50881::Beta-2 Microglobulin::valuenum,labevents,50881,Beta-2 Microglobulin,valuenum,9,9,0.0011221945137157108
chartevents::229303::Speed (RPM) (HeartWare)::valuenum,chartevents,229303,Speed (RPM) (HeartWare),valuenum,130,8,0.000997506234413965
chartevents::229304::Flow (L/min) (HeartWare)::valuenum,chartevents,229304,Flow (L/min) (HeartWare),valuenum,130,8,0.000997506234413965
chartevents::229305::Power (Watts) (HeartWare)::valuenum,chartevents,229305,Power (Watts) (HeartWare),valuenum,130,8,0.000997506234413965
chartevents::229306::HCT (HeartWare)::valuenum,chartevents,229306,HCT (HeartWare),valuenum,128,8,0.000997506234413965
chartevents::224666::Nasal Congestion::valuenum,chartevents,224666,Nasal Congestion,valuenum,24,8,0.000997506234413965
chartevents::224667::Goose Flesh::valuenum,chartevents,224667,Goose Flesh,valuenum,24,8,0.000997506234413965
chartevents::224668::Sweating::valuenum,chartevents,224668,Sweating,valuenum,24,8,0.000997506234413965
chartevents::224669::Restlessness::valuenum,chartevents,224669,Restlessness,valuenum,24,8,0.000997506234413965
chartevents::224670::Lacrimation::valuenum,chartevents,224670,Lacrimation,valuenum,24,8,0.000997506234413965
chartevents::224671::Pupils::valuenum,chartevents,224671,Pupils,valuenum,24,8,0.000997506234413965
chartevents::224672::Yawning::valuenum,chartevents,224672,Yawning,valuenum,24,8,0.000997506234413965
chartevents::224675::Muscle Aches::valuenum,chartevents,224675,Muscle Aches,valuenum,24,8,0.000997506234413965
chartevents::224676::Nausea and Vomiting (CINA)::valuenum,chartevents,224676,Nausea and Vomiting (CINA),valuenum,24,8,0.000997506234413965
chartevents::224677::Tremor (CINA)::valuenum,chartevents,224677,Tremor (CINA),valuenum,24,8,0.000997506234413965
chartevents::224673::Abdominal Changes: Observation::valuenum,chartevents,224673,Abdominal Changes: Observation,valuenum,23,8,0.000997506234413965
chartevents::224674::Changes in Temperature::valuenum,chartevents,224674,Changes in Temperature,valuenum,23,8,0.000997506234413965
chartevents::227352::CCO PAC Dressing Occlusive::valuenum,chartevents,227352,CCO PAC Dressing Occlusive,valuenum,15,8,0.000997506234413965
chartevents::223764::Orthostatic HR lying::valuenum,chartevents,223764,Orthostatic HR lying,valuenum,11,8,0.000997506234413965
chartevents::224645::Orthostatic BPs lying::valuenum,chartevents,224645,Orthostatic BPs lying,valuenum,11,8,0.000997506234413965
chartevents::226092::Orthostatic BPd lying::valuenum,chartevents,226092,Orthostatic BPd lying,valuenum,11,8,0.000997506234413965
chartevents::227813::Medication Bolus - Adjunctive Pain Management::valuenum,chartevents,227813,Medication Bolus - Adjunctive Pain Management,valuenum,11,8,0.000997506234413965
chartevents::223765::Orthostatic HR sitting::valuenum,chartevents,223765,Orthostatic HR sitting,valuenum,10,8,0.000997506234413965
chartevents::224646::Orthostatic BPs sitting::valuenum,chartevents,224646,Orthostatic BPs sitting,valuenum,10,8,0.000997506234413965
chartevents::226094::Orthostatic BPd sitting::valuenum,chartevents,226094,Orthostatic BPd sitting,valuenum,10,8,0.000997506234413965
chartevents::227586::GI pH::valuenum,chartevents,227586,GI pH,valuenum,8,8,0.000997506234413965
labevents::50973::Prolactin::valuenum,labevents,50973,Prolactin,valuenum,8,8,0.000997506234413965
chartevents::227632::Arctic Sun/Alsius Temp #1 C::valuenum,chartevents,227632,Arctic Sun/Alsius Temp #1 C,valuenum,146,7,0.0008728179551122195
chartevents::227627::Arctic Sun/Alsius Set Temp::valuenum,chartevents,227627,Arctic Sun/Alsius Set Temp,valuenum,77,7,0.0008728179551122195
chartevents::224661::Baseline Current/mA::valuenum,chartevents,224661,Baseline Current/mA,valuenum,31,7,0.0008728179551122195
chartevents::226108::CCO PAC placed in outside facility::valuenum,chartevents,226108,CCO PAC placed in outside facility,valuenum,13,7,0.0008728179551122195
chartevents::225228::CCO PAC Zero/Calibrate::valuenum,chartevents,225228,CCO PAC Zero/Calibrate,valuenum,9,7,0.0008728179551122195
"labevents::52312::Total Nucleated Cells, Joint::valuenum",labevents,52312,"Total Nucleated Cells, Joint",valuenum,9,7,0.0008728179551122195
chartevents::225190::Pin Care::valuenum,chartevents,225190,Pin Care,valuenum,7,7,0.0008728179551122195
labevents::51068::24 hr Protein::valuenum,labevents,51068,24 hr Protein,valuenum,7,7,0.0008728179551122195
labevents::50892::CA-125::valuenum,labevents,50892,CA-125,valuenum,7,7,0.0008728179551122195
"labevents::50968::Phenytoin, Free::valuenum",labevents,50968,"Phenytoin, Free",valuenum,7,7,0.0008728179551122195
"labevents::50969::Phenytoin, Percent Free::valuenum",labevents,50969,"Phenytoin, Percent Free",valuenum,7,7,0.0008728179551122195
labevents::51442::Basophils::valuenum,labevents,51442,Basophils,valuenum,7,7,0.0008728179551122195
"labevents::50841::Creatinine, Ascites::valuenum",labevents,50841,"Creatinine, Ascites",valuenum,7,7,0.0008728179551122195
chartevents::227989::Intra Cranial Pressure #2::valuenum,chartevents,227989,Intra Cranial Pressure #2,valuenum,125,6,0.0007481296758104738
chartevents::227628::Arctic Sun Water Temp::valuenum,chartevents,227628,Arctic Sun Water Temp,valuenum,79,6,0.0007481296758104738
chartevents::227775::Skeletal Traction #1 - Pounds::valuenum,chartevents,227775,Skeletal Traction #1 - Pounds,valuenum,22,6,0.0007481296758104738
chartevents::226122::Pheresis Catheter placed in outside facility::valuenum,chartevents,226122,Pheresis Catheter placed in outside facility,valuenum,21,6,0.0007481296758104738
chartevents::226140::RIC placed in outside facility::valuenum,chartevents,226140,RIC placed in outside facility,valuenum,13,6,0.0007481296758104738
chartevents::227364::RIC Dressing Occlusive::valuenum,chartevents,227364,RIC Dressing Occlusive,valuenum,13,6,0.0007481296758104738
chartevents::228378::TFCd (NICOM)::valuenum,chartevents,228378,TFCd (NICOM),valuenum,12,6,0.0007481296758104738
chartevents::228379::TFCd0 (NICOM)::valuenum,chartevents,228379,TFCd0 (NICOM),valuenum,12,6,0.0007481296758104738
"labevents::51105::Uric Acid, Urine::valuenum",labevents,51105,"Uric Acid, Urine",valuenum,9,6,0.0007481296758104738
labevents::51375::Lymphocytes::valuenum,labevents,51375,Lymphocytes,valuenum,8,6,0.0007481296758104738
labevents::51379::Monocytes::valuenum,labevents,51379,Monocytes,valuenum,8,6,0.0007481296758104738
labevents::51382::Polys::valuenum,labevents,51382,Polys,valuenum,8,6,0.0007481296758104738
"labevents::51383::RBC, Joint Fluid::valuenum",labevents,51383,"RBC, Joint Fluid",valuenum,8,6,0.0007481296758104738
chartevents::226504::Phenytoin (Free)::valuenum,chartevents,226504,Phenytoin (Free),valuenum,6,6,0.0007481296758104738
"labevents::51028::Bilirubin, Total, Body Fluid::valuenum",labevents,51028,"Bilirubin, Total, Body Fluid",valuenum,6,6,0.0007481296758104738
labevents::51138::Anticardiolipin Antibody IgG::valuenum,labevents,51138,Anticardiolipin Antibody IgG,valuenum,6,6,0.0007481296758104738
labevents::51139::Anticardiolipin Antibody IgM::valuenum,labevents,51139,Anticardiolipin Antibody IgM,valuenum,6,6,0.0007481296758104738
"labevents::50996::Tissue Transglutaminase Ab, IgA::valuenum",labevents,50996,"Tissue Transglutaminase Ab, IgA",valuenum,6,6,0.0007481296758104738
labevents::51044::Triglycer::valuenum,labevents,51044,Triglycer,valuenum,6,6,0.0007481296758104738
chartevents::227543::CO (Arterial)::valuenum,chartevents,227543,CO (Arterial),valuenum,45,5,0.0006234413965087282
labevents::50981::Salicylate::valuenum,labevents,50981,Salicylate,valuenum,16,5,0.0006234413965087282
chartevents::224922::Impaired Skin Length #8::valuenum,chartevents,224922,Impaired Skin Length #8,valuenum,9,5,0.0006234413965087282
chartevents::224957::Impaired Skin Width #8::valuenum,chartevents,224957,Impaired Skin Width #8,valuenum,9,5,0.0006234413965087282
chartevents::220245::CO2 production::valuenum,chartevents,220245,CO2 production,valuenum,9,5,0.0006234413965087282
chartevents::224746::Transpulmonary Pressure (Exp. Hold)::valuenum,chartevents,224746,Transpulmonary Pressure (Exp. Hold),valuenum,9,5,0.0006234413965087282
chartevents::224747::Transpulmonary Pressure (Insp. Hold)::valuenum,chartevents,224747,Transpulmonary Pressure (Insp. Hold),valuenum,9,5,0.0006234413965087282
chartevents::228727::Pressure ulcer #5- Length::valuenum,chartevents,228727,Pressure ulcer #5- Length,valuenum,7,5,0.0006234413965087282
labevents::52256::Eosinophils::valuenum,labevents,52256,Eosinophils,valuenum,7,5,0.0006234413965087282
chartevents::224754::Temporary Atrial Stim Threshold mA::valuenum,chartevents,224754,Temporary Atrial Stim Threshold mA,valuenum,6,5,0.0006234413965087282
labevents::51734::STX3::valuenum,labevents,51734,STX3,valuenum,6,5,0.0006234413965087282
labevents::51735::STX4::valuenum,labevents,51735,STX4,valuenum,6,5,0.0006234413965087282
labevents::51736::STX5::valuenum,labevents,51736,STX5,valuenum,6,5,0.0006234413965087282
chartevents::227916::Rest HR -  Aerobic Activity Response::valuenum,chartevents,227916,Rest HR -  Aerobic Activity Response,valuenum,5,5,0.0006234413965087282
chartevents::227918::Rest RR - Aerobic Activity Response::valuenum,chartevents,227918,Rest RR - Aerobic Activity Response,valuenum,5,5,0.0006234413965087282
chartevents::228711::Time spent::valuenum,chartevents,228711,Time spent,valuenum,5,5,0.0006234413965087282
chartevents::224755::Temporary Atrial Stim Setting mA::valuenum,chartevents,224755,Temporary Atrial Stim Setting mA,valuenum,5,5,0.0006234413965087282
labevents::51433::NRBC::valuenum,labevents,51433,NRBC,valuenum,5,5,0.0006234413965087282
labevents::51662::HPE6::valuenum,labevents,51662,HPE6,valuenum,5,5,0.0006234413965087282
labevents::51515::Waxy Casts::valuenum,labevents,51515,Waxy Casts,valuenum,5,5,0.0006234413965087282
labevents::51449::Metamyelocytes::valuenum,labevents,51449,Metamyelocytes,valuenum,5,5,0.0006234413965087282
labevents::52276::NRBC::valuenum,labevents,52276,NRBC,valuenum,5,5,0.0006234413965087282
labevents::51387::Basophils::valuenum,labevents,51387,Basophils,valuenum,5,5,0.0006234413965087282
labevents::51737::STX6::valuenum,labevents,51737,STX6,valuenum,5,5,0.0006234413965087282
labevents::51114::Eosinophils::valuenum,labevents,51114,Eosinophils,valuenum,5,5,0.0006234413965087282
labevents::51762::EE1::valuenum,labevents,51762,EE1,valuenum,5,5,0.0006234413965087282
labevents::51763::EE2::valuenum,labevents,51763,EE2,valuenum,5,5,0.0006234413965087282
labevents::51764::EE7::valuenum,labevents,51764,EE7,valuenum,5,5,0.0006234413965087282
labevents::51228::Heparin::valuenum,labevents,51228,Heparin,valuenum,9,4,0.0004987531172069825
chartevents::228177::CI (PiCCO)::valuenum,chartevents,228177,CI (PiCCO),valuenum,8,4,0.0004987531172069825
chartevents::228178::CO (PiCCO)::valuenum,chartevents,228178,CO (PiCCO),valuenum,8,4,0.0004987531172069825
chartevents::227731::AVA Line Zero/Calibrate::valuenum,chartevents,227731,AVA Line Zero/Calibrate,valuenum,7,4,0.0004987531172069825
labevents::52223::Bands::valuenum,labevents,52223,Bands,valuenum,7,4,0.0004987531172069825
"labevents::51229::Heparin, LMW::valuenum",labevents,51229,"Heparin, LMW",valuenum,6,4,0.0004987531172069825
chartevents::229160::Timespent::valuenum,chartevents,229160,Timespent,valuenum,4,4,0.0004987531172069825
chartevents::227448::Gentamicin (Peak)::valuenum,chartevents,227448,Gentamicin (Peak),valuenum,4,4,0.0004987531172069825
labevents::51661::HPE5::valuenum,labevents,51661,HPE5,valuenum,4,4,0.0004987531172069825
"labevents::51049::Bilirubin, Total, Pleural::valuenum",labevents,51049,"Bilirubin, Total, Pleural",valuenum,4,4,0.0004987531172069825
labevents::51386::Bands::valuenum,labevents,51386,Bands,valuenum,4,4,0.0004987531172069825
labevents::51385::Atypical Lymphocytes::valuenum,labevents,51385,Atypical Lymphocytes,valuenum,4,4,0.0004987531172069825
labevents::50898::Cancer Antigen 27.29::valuenum,labevents,50898,Cancer Antigen 27.29,valuenum,4,4,0.0004987531172069825
labevents::50988::Testosterone::valuenum,labevents,50988,Testosterone,valuenum,4,4,0.0004987531172069825
labevents::51768::EE6::valuenum,labevents,51768,EE6,valuenum,4,4,0.0004987531172069825
chartevents::227602::Impaired Skin Length #9::valuenum,chartevents,227602,Impaired Skin Length #9,valuenum,7,3,0.0003740648379052369
chartevents::227614::Impaired Skin Width #9::valuenum,chartevents,227614,Impaired Skin Width #9,valuenum,7,3,0.0003740648379052369
chartevents::228176::CFI (PiCCO)::valuenum,chartevents,228176,CFI (PiCCO),valuenum,6,3,0.0003740648379052369
chartevents::228179::ELWI (PiCCO)::valuenum,chartevents,228179,ELWI (PiCCO),valuenum,6,3,0.0003740648379052369
chartevents::228180::GEDI (PiCCO)::valuenum,chartevents,228180,GEDI (PiCCO),valuenum,6,3,0.0003740648379052369
chartevents::228184::SVV (PiCCO)::valuenum,chartevents,228184,SVV (PiCCO),valuenum,6,3,0.0003740648379052369
chartevents::228185::SVRI (PiCCO)::valuenum,chartevents,228185,SVRI (PiCCO),valuenum,6,3,0.0003740648379052369
chartevents::224728::Peak Exp Flow Rate::valuenum,chartevents,224728,Peak Exp Flow Rate,valuenum,5,3,0.0003740648379052369
chartevents::228624::Pressure Ulcer #5- Width::valuenum,chartevents,228624,Pressure Ulcer #5- Width,valuenum,5,3,0.0003740648379052369
labevents::51206::Factor VIII::valuenum,labevents,51206,Factor VIII,valuenum,5,3,0.0003740648379052369
chartevents::225191::Ostomy Care::valuenum,chartevents,225191,Ostomy Care,valuenum,4,3,0.0003740648379052369
chartevents::228182::SVI (PiCCO)::valuenum,chartevents,228182,SVI (PiCCO),valuenum,4,3,0.0003740648379052369
chartevents::225768::Sheath Line Tip Cultured::valuenum,chartevents,225768,Sheath Line Tip Cultured,valuenum,4,3,0.0003740648379052369
chartevents::227187::Pinsp (Draeger only)::valuenum,chartevents,227187,Pinsp (Draeger only),valuenum,3,3,0.0003740648379052369
chartevents::227919::Rest O2 Sat - Aerobic Activity Response::valuenum,chartevents,227919,Rest O2 Sat - Aerobic Activity Response,valuenum,3,3,0.0003740648379052369
chartevents::228777::Pressure ulcer #5- Odor::valuenum,chartevents,228777,Pressure ulcer #5- Odor,valuenum,3,3,0.0003740648379052369
chartevents::224898::Impaired Skin Depth #5::valuenum,chartevents,224898,Impaired Skin Depth #5,valuenum,3,3,0.0003740648379052369
chartevents::227858::Rest HR - Aerobic Capacity::valuenum,chartevents,227858,Rest HR - Aerobic Capacity,valuenum,3,3,0.0003740648379052369
chartevents::227860::Rest RR - Aerobic Capacity::valuenum,chartevents,227860,Rest RR - Aerobic Capacity,valuenum,3,3,0.0003740648379052369
chartevents::227861::Rest O2 Sat - Aerobic Capacity::valuenum,chartevents,227861,Rest O2 Sat - Aerobic Capacity,valuenum,3,3,0.0003740648379052369
"labevents::51795::Lactate Dehydrogenase, CSF::valuenum",labevents,51795,"Lactate Dehydrogenase, CSF",valuenum,3,3,0.0003740648379052369
labevents::50895::Calculated TBG::valuenum,labevents,50895,Calculated TBG,valuenum,3,3,0.0003740648379052369
labevents::50896::Calculated Thyroxine (T4) Index::valuenum,labevents,50896,Calculated Thyroxine (T4) Index,valuenum,3,3,0.0003740648379052369
labevents::51005::Uptake Ratio::valuenum,labevents,51005,Uptake Ratio,valuenum,3,3,0.0003740648379052369
labevents::51124::Plasma::valuenum,labevents,51124,Plasma,valuenum,3,3,0.0003740648379052369
labevents::51497::Renal Epithelial Cells::valuenum,labevents,51497,Renal Epithelial Cells,valuenum,3,3,0.0003740648379052369
labevents::51203::Factor IX::valuenum,labevents,51203,Factor IX,valuenum,3,3,0.0003740648379052369
"labevents::51076::Bicarbonate, Urine::valuenum",labevents,51076,"Bicarbonate, Urine",valuenum,3,3,0.0003740648379052369
labevents::50992::Thyroid Peroxidase Antibodies::valuenum,labevents,50992,Thyroid Peroxidase Antibodies,valuenum,3,3,0.0003740648379052369
"labevents::52257::Hematocrit, CSF::valuenum",labevents,52257,"Hematocrit, CSF",valuenum,3,3,0.0003740648379052369
labevents::52278::Other::valuenum,labevents,52278,Other,valuenum,3,3,0.0003740648379052369
labevents::51452::NRBC::valuenum,labevents,51452,NRBC,valuenum,3,3,0.0003740648379052369
labevents::51660::HPE4::valuenum,labevents,51660,HPE4,valuenum,3,3,0.0003740648379052369
"labevents::51115::Hematocrit, Ascites::valuenum",labevents,51115,"Hematocrit, Ascites",valuenum,3,3,0.0003740648379052369
labevents::51765::EE3::valuenum,labevents,51765,EE3,valuenum,3,3,0.0003740648379052369
chartevents::229317::StO2::valuenum,chartevents,229317,StO2,valuenum,25,2,0.00024937655860349125
chartevents::228444::BIS Index Range::valuenum,chartevents,228444,BIS Index Range,valuenum,17,2,0.00024937655860349125
chartevents::224749::Nitric Oxide::valuenum,chartevents,224749,Nitric Oxide,valuenum,13,2,0.00024937655860349125
chartevents::224750::Nitric Oxide Tank Pressure::valuenum,chartevents,224750,Nitric Oxide Tank Pressure,valuenum,11,2,0.00024937655860349125
chartevents::225728::Midline Tip Cultured::valuenum,chartevents,225728,Midline Tip Cultured,valuenum,4,2,0.00024937655860349125
chartevents::227647::Clot Size (cm)::valuenum,chartevents,227647,Clot Size (cm),valuenum,3,2,0.00024937655860349125
chartevents::227923::Activity HR - Aerobic Activity Response::valuenum,chartevents,227923,Activity HR - Aerobic Activity Response,valuenum,2,2,0.00024937655860349125
chartevents::227925::Activity RR - Aerobic Activity Response::valuenum,chartevents,227925,Activity RR - Aerobic Activity Response,valuenum,2,2,0.00024937655860349125
chartevents::227930::Recovery HR - Aerobic Activity Response::valuenum,chartevents,227930,Recovery HR - Aerobic Activity Response,valuenum,2,2,0.00024937655860349125
chartevents::227932::Recovery RR - Aerobic Activity Response::valuenum,chartevents,227932,Recovery RR - Aerobic Activity Response,valuenum,2,2,0.00024937655860349125
chartevents::227933::Recovery O2 sat - Aerobic Activity Response::valuenum,chartevents,227933,Recovery O2 sat - Aerobic Activity Response,valuenum,2,2,0.00024937655860349125
chartevents::224175::MDI #3 Puff::valuenum,chartevents,224175,MDI #3 Puff,valuenum,2,2,0.00024937655860349125
chartevents::225726::Tunneled (Hickman) Line Tip Cultured::valuenum,chartevents,225726,Tunneled (Hickman) Line Tip Cultured,valuenum,2,2,0.00024937655860349125
chartevents::227634::Arctic Sun/Alsius Temp #2 C::valuenum,chartevents,227634,Arctic Sun/Alsius Temp #2 C,valuenum,2,2,0.00024937655860349125
chartevents::227452::Tobramycin (Trough)::valuenum,chartevents,227452,Tobramycin (Trough),valuenum,2,2,0.00024937655860349125
chartevents::227450::Tobramycin (Peak)::valuenum,chartevents,227450,Tobramycin (Peak),valuenum,2,2,0.00024937655860349125
chartevents::227870::Recovery HR - Aerobic Capacity::valuenum,chartevents,227870,Recovery HR - Aerobic Capacity,valuenum,2,2,0.00024937655860349125
chartevents::227872::Recovery RR - Aerobic Capacity::valuenum,chartevents,227872,Recovery RR - Aerobic Capacity,valuenum,2,2,0.00024937655860349125
chartevents::227873::Recovery O2 Sat - Aerobic Capacity::valuenum,chartevents,227873,Recovery O2 Sat - Aerobic Capacity,valuenum,2,2,0.00024937655860349125
chartevents::228878::PeCO2::valuenum,chartevents,228878,PeCO2,valuenum,2,2,0.00024937655860349125
chartevents::224752::Temporary Atrial Sens Threshold mV::valuenum,chartevents,224752,Temporary Atrial Sens Threshold mV,valuenum,2,2,0.00024937655860349125
chartevents::224753::Temporary Atrial Sens Setting mV::valuenum,chartevents,224753,Temporary Atrial Sens Setting mV,valuenum,2,2,0.00024937655860349125
chartevents::224166::Doppler BP::valuenum,chartevents,224166,Doppler BP,valuenum,2,2,0.00024937655860349125
chartevents::228625::Pressure Ulcer #6- Width::valuenum,chartevents,228625,Pressure Ulcer #6- Width,valuenum,2,2,0.00024937655860349125
chartevents::228626::Pressure Ulcer #7- Width::valuenum,chartevents,228626,Pressure Ulcer #7- Width,valuenum,2,2,0.00024937655860349125
chartevents::228728::Pressure ulcer #6- Length::valuenum,chartevents,228728,Pressure ulcer #6- Length,valuenum,2,2,0.00024937655860349125
chartevents::228729::Pressure ulcer #7- Length::valuenum,chartevents,228729,Pressure ulcer #7- Length,valuenum,2,2,0.00024937655860349125
labevents::51376::Macrophage::valuenum,labevents,51376,Macrophage,valuenum,2,2,0.00024937655860349125
"labevents::50837::Bicarbonate, Ascites::valuenum",labevents,50837,"Bicarbonate, Ascites",valuenum,2,2,0.00024937655860349125
labevents::50946::Human Chorionic Gonadotropin::valuenum,labevents,50946,Human Chorionic Gonadotropin,valuenum,2,2,0.00024937655860349125
labevents::51110::Atypical Lymphocytes::valuenum,labevents,51110,Atypical Lymphocytes,valuenum,2,2,0.00024937655860349125
labevents::51202::Factor II::valuenum,labevents,51202,Factor II,valuenum,2,2,0.00024937655860349125
labevents::51205::Factor VII::valuenum,labevents,51205,Factor VII,valuenum,2,2,0.00024937655860349125
labevents::51208::Factor X::valuenum,labevents,51208,Factor X,valuenum,2,2,0.00024937655860349125
labevents::50894::Calculated Free Testosterone::valuenum,labevents,50894,Calculated Free Testosterone,valuenum,2,2,0.00024937655860349125
labevents::50982::Sex Hormone Binding Globulin::valuenum,labevents,50982,Sex Hormone Binding Globulin,valuenum,2,2,0.00024937655860349125
labevents::51140::Antithrombin::valuenum,labevents,51140,Antithrombin,valuenum,2,2,0.00024937655860349125
labevents::51223::Hemoglobin A2::valuenum,labevents,51223,Hemoglobin A2,valuenum,2,2,0.00024937655860349125
labevents::51224::Hemoglobin C::valuenum,labevents,51224,Hemoglobin C,valuenum,2,2,0.00024937655860349125
labevents::51226::Hemogloblin A::valuenum,labevents,51226,Hemogloblin A,valuenum,2,2,0.00024937655860349125
labevents::51227::Hemogloblin S::valuenum,labevents,51227,Hemogloblin S,valuenum,2,2,0.00024937655860349125
labevents::51456::Promyelocytes::valuenum,labevents,51456,Promyelocytes,valuenum,2,2,0.00024937655860349125
labevents::51368::Eosinophils::valuenum,labevents,51368,Eosinophils,valuenum,2,2,0.00024937655860349125
labevents::51658::HPE2::valuenum,labevents,51658,HPE2,valuenum,2,2,0.00024937655860349125
"labevents::51032::Creatinine, Body Fluid::valuenum",labevents,51032,"Creatinine, Body Fluid",valuenum,2,2,0.00024937655860349125
labevents::51112::Basophils::valuenum,labevents,51112,Basophils,valuenum,2,2,0.00024937655860349125
labevents::51517::WBC Casts::valuenum,labevents,51517,WBC Casts,valuenum,2,2,0.00024937655860349125
labevents::51437::Promyelocytes::valuenum,labevents,51437,Promyelocytes,valuenum,2,2,0.00024937655860349125
labevents::50991::Thyroglobulin::valuenum,labevents,50991,Thyroglobulin,valuenum,2,2,0.00024937655860349125
labevents::51451::Myelocytes::valuenum,labevents,51451,Myelocytes,valuenum,2,2,0.00024937655860349125
"labevents::51031::Cholesterol, Body Fluid::valuenum",labevents,51031,"Cholesterol, Body Fluid",valuenum,2,2,0.00024937655860349125
chartevents::226116::Presep Catheter placed in outside facility::valuenum,chartevents,226116,Presep Catheter placed in outside facility,valuenum,3,1,0.00012468827930174563
chartevents::224929::Impaired Skin Odor #8::valuenum,chartevents,224929,Impaired Skin Odor #8,valuenum,3,1,0.00012468827930174563
chartevents::225735::Trauma Line Tip Cultured::valuenum,chartevents,225735,Trauma Line Tip Cultured,valuenum,2,1,0.00012468827930174563
chartevents::229270::Flow (ECMO)::valuenum,chartevents,229270,Flow (ECMO),valuenum,2,1,0.00012468827930174563
chartevents::229277::Speed (ECMO)::valuenum,chartevents,229277,Speed (ECMO),valuenum,2,1,0.00012468827930174563
chartevents::229280::FiO2 (ECMO)::valuenum,chartevents,229280,FiO2 (ECMO),valuenum,2,1,0.00012468827930174563
chartevents::229363::P1 (ECMO)::valuenum,chartevents,229363,P1 (ECMO),valuenum,2,1,0.00012468827930174563
chartevents::229364::P2 (ECMO)::valuenum,chartevents,229364,P2 (ECMO),valuenum,2,1,0.00012468827930174563
chartevents::228175::Calibrated (PiCCO)::valuenum,chartevents,228175,Calibrated (PiCCO),valuenum,2,1,0.00012468827930174563
chartevents::223963::Temporary Pacemaker Wires Ground::valuenum,chartevents,223963,Temporary Pacemaker Wires Ground,valuenum,2,1,0.00012468827930174563
chartevents::226131::ICP Line Tip Cultured::valuenum,chartevents,226131,ICP Line Tip Cultured,valuenum,2,1,0.00012468827930174563
chartevents::227604::Impaired Skin Odor #9::valuenum,chartevents,227604,Impaired Skin Odor #9,valuenum,2,1,0.00012468827930174563
chartevents::224899::Impaired Skin Depth #6::valuenum,chartevents,224899,Impaired Skin Depth #6,valuenum,2,1,0.00012468827930174563
labevents::52274::Myelocytes::valuenum,labevents,52274,Myelocytes,valuenum,2,1,0.00012468827930174563
chartevents::224702::PCV Level::valuenum,chartevents,224702,PCV Level,valuenum,1,1,0.00012468827930174563
chartevents::228719::Vented::valuenum,chartevents,228719,Vented,valuenum,1,1,0.00012468827930174563
chartevents::224900::Impaired Skin Depth #7::valuenum,chartevents,224900,Impaired Skin Depth #7,valuenum,1,1,0.00012468827930174563
chartevents::228872::HM II- Mean BP::valuenum,chartevents,228872,HM II- Mean BP,valuenum,1,1,0.00012468827930174563
chartevents::228873::HM II- Flow::valuenum,chartevents,228873,HM II- Flow,valuenum,1,1,0.00012468827930174563
chartevents::228874::HM II- Speed (RPM)::valuenum,chartevents,228874,HM II- Speed (RPM),valuenum,1,1,0.00012468827930174563
chartevents::228875::HM II- PI::valuenum,chartevents,228875,HM II- PI,valuenum,1,1,0.00012468827930174563
chartevents::228876::HM II- Power::valuenum,chartevents,228876,HM II- Power,valuenum,1,1,0.00012468827930174563
chartevents::225389::Presep Catheter Zero/Calibrate::valuenum,chartevents,225389,Presep Catheter Zero/Calibrate,valuenum,1,1,0.00012468827930174563
chartevents::225734::Presep Catheter Line Tip Cultured::valuenum,chartevents,225734,Presep Catheter Line Tip Cultured,valuenum,1,1,0.00012468827930174563
chartevents::227419::Presep Catheter Dressing Occlusive::valuenum,chartevents,227419,Presep Catheter Dressing Occlusive,valuenum,1,1,0.00012468827930174563
chartevents::227645::Breast Feed - L (Minutes)::valuenum,chartevents,227645,Breast Feed - L (Minutes),valuenum,1,1,0.00012468827930174563
chartevents::227646::Breast Feed - R (Minutes)::valuenum,chartevents,227646,Breast Feed - R (Minutes),valuenum,1,1,0.00012468827930174563
